0,1,2,3,4,5,6,7,8
CN511790,51,179,"Stafford County, VA",2009,65848,62475,3373,5.1
CN511810,51,181,"Surry County, VA",2009,3828,3549,279,7.3
CN511830,51,183,"Sussex County, VA",2009,4515,4084,431,9.5
PA510980,51,185,"Tazewell County, VA",2009,21371,19687,1684,7.9
CN511870,51,187,"Warren County, VA",2009,20063,18744,1319,6.6
CN511910,51,191,"Washington County, VA",2009,26985,24772,2213,8.2
CN511930,51,193,"Westmoreland County, VA",2009,8997,8354,643,7.1
CN511950,51,195,"Wise County, VA",2009,18946,17680,1266,6.7
CN511970,51,197,"Wythe County, VA",2009,16805,15174,1631,9.7
CN511990,51,199,"York County, VA",2009,31349,29779,1570,5
PS510050,51,510,"Alexandria city, VA",2009,91407,87007,4400,4.8
CN515150,51,515,"Bedford city, VA",2009,2768,2523,245,8.9
CN515200,51,520,"Bristol city, VA",2009,8139,7334,805,9.9
CN515300,51,530,"Buena Vista city, VA",2009,3574,3264,310,8.7
CN515400,51,540,"Charlottesville city, VA",2009,21457,20124,1333,6.2
PA510270,51,550,"Chesapeake city, VA",2009,116688,109229,7459,6.4
CN515700,51,570,"Colonial Heights city, VA",2009,9295,8530,765,8.2
CN515800,51,580,"Covington city, VA",2009,2684,2439,245,9.1
CN515900,51,590,"Danville city, VA",2009,20255,17626,2629,13
CN515950,51,595,"Emporia city, VA",2009,2623,2313,310,11.8
CN516000,51,600,"Fairfax city, VA",2009,14252,13476,776,5.4
CN516100,51,610,"Falls Church city, VA",2009,6928,6421,507,7.3
CN516200,51,620,"Franklin city, VA",2009,4108,3667,441,10.7
CN516300,51,630,"Fredericksburg city, VA",2009,12995,11807,1188,9.1
CN516400,51,640,"Galax city, VA",2009,3217,2887,330,10.3
PA510100,51,650,"Hampton city, VA",2009,70459,65060,5399,7.7
CN516600,51,660,"Harrisonburg city, VA",2009,23066,21589,1477,6.4
CN516700,51,670,"Hopewell city, VA",2009,10631,9530,1101,10.4
CN516780,51,678,"Lexington city, VA",2009,2494,2264,230,9.2
PA510550,51,680,"Lynchburg city, VA",2009,35463,32743,2720,7.7
CN516830,51,683,"Manassas city, VA",2009,20498,19095,1403,6.8
CN516850,51,685,"Manassas Park city, VA",2009,6722,6360,362,5.4
CN516900,51,690,"Martinsville city, VA",2009,6236,4990,1246,20
PA510050,51,700,"Newport News city, VA",2009,89753,83163,6590,7.3
PA510150,51,710,"Norfolk city, VA",2009,102820,94220,8600,8.4
CN517200,51,720,"Norton city, VA",2009,1676,1583,93,5.5
CN517300,51,730,"Petersburg city, VA",2009,14670,12648,2022,13.8
CN517350,51,735,"Poquoson city, VA",2009,6414,6091,323,5
PS510600,51,740,"Portsmouth city, VA",2009,47847,43815,4032,8.4
CN517500,51,750,"Radford city, VA",2009,8279,7579,700,8.5
PA510300,51,760,"Richmond city, VA",2009,100661,90555,10106,10
PA510400,51,770,"Roanoke city, VA",2009,47298,43236,4062,8.6
CN517750,51,775,"Salem city, VA",2009,13437,12593,844,6.3
CN517900,51,790,"Staunton city, VA",2009,12024,11152,872,7.3
CN518000,51,800,"Suffolk city, VA",2009,40608,37909,2699,6.6
PA510250,51,810,"Virginia Beach city, VA",2009,227014,213598,13416,5.9
CN518200,51,820,"Waynesboro city, VA",2009,10518,9655,863,8.2
CN518300,51,830,"Williamsburg city, VA",2009,5493,4752,741,13.5
CN518400,51,840,"Winchester city, VA",2009,14049,12946,1103,7.9
CN530010,53,001,"Adams County, WA",2009,8575,8014,561,6.5
CN530030,53,003,"Asotin County, WA",2009,10984,10094,890,8.1
PA530400,53,005,"Benton County, WA",2009,96471,90919,5552,5.8
CN530070,53,007,"Chelan County, WA",2009,43193,40380,2813,6.5
PA530800,53,009,"Clallam County, WA",2009,30891,28261,2630,8.5
CN530110,53,011,"Clark County, WA",2009,217939,190190,27749,12.7
CN530130,53,013,"Columbia County, WA",2009,1591,1458,133,8.4
PA530450,53,015,"Cowlitz County, WA",2009,43427,37886,5541,12.8
CN530170,53,017,"Douglas County, WA",2009,22353,20881,1472,6.6
CN530190,53,019,"Ferry County, WA",2009,2985,2647,338,11.3
CN530210,53,021,"Franklin County, WA",2009,35977,33754,2223,6.2
CN530230,53,023,"Garfield County, WA",2009,1036,981,55,5.3
CN530250,53,025,"Grant County, WA",2009,44855,41579,3276,7.3
PA530500,53,027,"Grays Harbor County, WA",2009,30889,27273,3616,11.7
CN530290,53,029,"Island County, WA",2009,33574,30861,2713,8.1
CN530310,53,031,"Jefferson County, WA",2009,13440,12447,993,7.4
PS530250,53,033,"King County, WA",2009,1125523,1026621,98902,8.8
PS530100,53,035,"Kitsap County, WA",2009,122846,114124,8722,7.1
CN530370,53,037,"Kittitas County, WA",2009,21565,19996,1569,7.3
CN530390,53,039,"Klickitat County, WA",2009,11332,10410,922,8.1
PA530750,53,041,"Lewis County, WA",2009,31463,27698,3765,12
CN530430,53,043,"Lincoln County, WA",2009,4795,4439,356,7.4
CN530450,53,045,"Mason County, WA",2009,24920,22582,2338,9.4
CN530470,53,047,"Okanogan County, WA",2009,23873,22117,1756,7.4
CN530490,53,049,"Pacific County, WA",2009,9295,8296,999,10.7
CN530510,53,051,"Pend Oreille County, WA",2009,5315,4674,641,12.1
PS530160,53,053,"Pierce County, WA",2009,401212,365764,35448,8.8
CN530550,53,055,"San Juan County, WA",2009,9533,9085,448,4.7
PA530550,53,057,"Skagit County, WA",2009,60097,54628,5469,9.1
CN530590,53,059,"Skamania County, WA",2009,4997,4525,472,9.4
PS530300,53,061,"Snohomish County, WA",2009,387488,348238,39250,10.1
PS530120,53,063,"Spokane County, WA",2009,236877,217291,19586,8.3
CN530650,53,065,"Stevens County, WA",2009,19047,17048,1999,10.5
PS530180,53,067,"Thurston County, WA",2009,130728,121405,9323,7.1
CN530690,53,069,"Wahkiakum County, WA",2009,1591,1410,181,11.4
CN530710,53,071,"Walla Walla County, WA",2009,31310,29594,1716,5.5
PA530650,53,073,"Whatcom County, WA",2009,106595,98267,8328,7.8
CN530750,53,075,"Whitman County, WA",2009,21831,20811,1020,4.7
PS530170,53,077,"Yakima County, WA",2009,131408,122479,8929,6.8
CN540010,54,001,"Barbour County, WV",2009,6675,6064,611,9.2
CN540030,54,003,"Berkeley County, WV",2009,44482,40701,3781,8.5
CN540050,54,005,"Boone County, WV",2009,9392,8513,879,9.4
CN540070,54,007,"Braxton County, WV",2009,5730,5270,460,8
CN540090,54,009,"Brooke County, WV",2009,10747,9557,1190,11.1
CN540110,54,011,"Cabell County, WV",2009,43464,40611,2853,6.6
CN540130,54,013,"Calhoun County, WV",2009,2762,2429,333,12.1
CN540150,54,015,"Clay County, WV",2009,3491,3076,415,11.9
CN540170,54,017,"Doddridge County, WV",2009,2784,2577,207,7.4
PA540650,54,019,"Fayette County, WV",2009,18046,16498,1548,8.6
CN540210,54,021,"Gilmer County, WV",2009,2966,2772,194,6.5
CN540230,54,023,"Grant County, WV",2009,5083,4514,569,11.2
CN540250,54,025,"Greenbrier County, WV",2009,15043,13788,1255,8.3
CN540270,54,027,"Hampshire County, WV",2009,9016,8314,702,7.8
CN540290,54,029,"Hancock County, WV",2009,14298,12612,1686,11.8
CN540310,54,031,"Hardy County, WV",2009,6411,5786,625,9.7
PA540150,54,033,"Harrison County, WV",2009,30444,28271,2173,7.1
CN540350,54,035,"Jackson County, WV",2009,11421,9953,1468,12.9
CN540370,54,037,"Jefferson County, WV",2009,24057,22472,1585,6.6
CN540390,54,039,"Kanawha County, WV",2009,89881,83511,6370,7.1
CN540410,54,041,"Lewis County, WV",2009,7306,6756,550,7.5
CN540430,54,043,"Lincoln County, WV",2009,8012,7166,846,10.6
PA540700,54,045,"Logan County, WV",2009,13266,11963,1303,9.8
PA540350,54,047,"McDowell County, WV",2009,7383,6445,938,12.7
PA540300,54,049,"Marion County, WV",2009,25518,23868,1650,6.5
CN540510,54,051,"Marshall County, WV",2009,14594,13331,1263,8.7
CN540530,54,053,"Mason County, WV",2009,10098,8875,1223,12.1
PA540400,54,055,"Mercer County, WV",2009,24726,23021,1705,6.9
CN540570,54,057,"Mineral County, WV",2009,13357,12296,1061,7.9
CN540590,54,059,"Mingo County, WV",2009,8639,7712,927,10.7
PA540450,54,061,"Monongalia County, WV",2009,47625,45414,2211,4.6
CN540630,54,063,"Monroe County, WV",2009,5808,5428,380,6.5
CN540650,54,065,"Morgan County, WV",2009,6857,6230,627,9.1
CN540670,54,067,"Nicholas County, WV",2009,10526,9563,963,9.1
PA540500,54,069,"Ohio County, WV",2009,20730,19123,1607,7.8
CN540710,54,071,"Pendleton County, WV",2009,3549,3283,266,7.5
CN540730,54,073,"Pleasants County, WV",2009,3124,2805,319,10.2
CN540750,54,075,"Pocahontas County, WV",2009,3354,2976,378,11.3
CN540770,54,077,"Preston County, WV",2009,15112,14057,1055,7
CN540790,54,079,"Putnam County, WV",2009,26675,24995,1680,6.3
PA540550,54,081,"Raleigh County, WV",2009,31899,29349,2550,8
CN540830,54,083,"Randolph County, WV",2009,12102,11075,1027,8.5
CN540850,54,085,"Ritchie County, WV",2009,4340,3960,380,8.8
CN540870,54,087,"Roane County, WV",2009,5433,4728,705,13
CN540890,54,089,"Summers County, WV",2009,4589,4233,356,7.8
CN540910,54,091,"Taylor County, WV",2009,6887,6343,544,7.9
CN540930,54,093,"Tucker County, WV",2009,2861,2548,313,10.9
CN540950,54,095,"Tyler County, WV",2009,3496,3117,379,10.8
CN540970,54,097,"Upshur County, WV",2009,10134,9231,903,8.9
CN540990,54,099,"Wayne County, WV",2009,17000,15690,1310,7.7
CN541010,54,101,"Webster County, WV",2009,3247,2908,339,10.4
CN541030,54,103,"Wetzel County, WV",2009,6044,5299,745,12.3
CN541050,54,105,"Wirt County, WV",2009,2486,2202,284,11.4
PA540600,54,107,"Wood County, WV",2009,40456,36890,3566,8.8
CN541090,54,109,"Wyoming County, WV",2009,8022,7097,925,11.5
CN550010,55,001,"Adams County, WI",2009,10268,9415,853,8.3
CN550030,55,003,"Ashland County, WI",2009,9128,8370,758,8.3
CN550050,55,005,"Barron County, WI",2009,25209,23410,1799,7.1
CN550070,55,007,"Bayfield County, WI",2009,7993,7499,494,6.2
CN550090,55,009,"Brown County, WI",2009,138220,128427,9793,7.1
CN550110,55,011,"Buffalo County, WI",2009,8324,7847,477,5.7
CN550130,55,013,"Burnett County, WI",2009,7771,7061,710,9.1
CN550150,55,015,"Calumet County, WI",2009,25201,23500,1701,6.7
CN550170,55,017,"Chippewa County, WI",2009,32857,30686,2171,6.6
CN550190,55,019,"Clark County, WI",2009,17897,16530,1367,7.6
CN550210,55,021,"Columbia County, WI",2009,31176,28956,2220,7.1
CN550230,55,023,"Crawford County, WI",2009,9329,8570,759,8.1
PS550050,55,025,"Dane County, WI",2009,292503,276668,15835,5.4
PA550750,55,027,"Dodge County, WI",2009,47793,43777,4016,8.4
CN550290,55,029,"Door County, WI",2009,18973,17724,1249,6.6
CN550310,55,031,"Douglas County, WI",2009,22609,21133,1476,6.5
CN550330,55,033,"Dunn County, WI",2009,25724,24228,1496,5.8
CN550350,55,035,"Eau Claire County, WI",2009,56028,52652,3376,6
CN550370,55,037,"Florence County, WI",2009,2454,2256,198,8.1
PA550500,55,039,"Fond du Lac County, WI",2009,56815,52394,4421,7.8
CN550410,55,041,"Forest County, WI",2009,4844,4454,390,8.1
PA551300,55,043,"Grant County, WI",2009,28388,26649,1739,6.1
CN550450,55,045,"Green County, WI",2009,20197,18617,1580,7.8
CN550470,55,047,"Green Lake County, WI",2009,10577,9783,794,7.5
CN550490,55,049,"Iowa County, WI",2009,14000,13127,873,6.2
CN550510,55,051,"Iron County, WI",2009,2951,2675,276,9.4
CN550530,55,053,"Jackson County, WI",2009,9836,9123,713,7.2
PA550900,55,055,"Jefferson County, WI",2009,42522,39127,3395,8
CN550570,55,057,"Juneau County, WI",2009,13625,12462,1163,8.5
CN550590,55,059,"Kenosha County, WI",2009,85034,76728,8306,9.8
CN550610,55,061,"Kewaunee County, WI",2009,11677,10819,858,7.3
CN550630,55,063,"La Crosse County, WI",2009,63991,60195,3796,5.9
CN550650,55,065,"Lafayette County, WI",2009,9087,8539,548,6
CN550670,55,067,"Langlade County, WI",2009,10816,9898,918,8.5
CN550690,55,069,"Lincoln County, WI",2009,15674,14169,1505,9.6
PA551050,55,071,"Manitowoc County, WI",2009,47060,43045,4015,8.5
PS550100,55,073,"Marathon County, WI",2009,74633,68880,5753,7.7
CN550750,55,075,"Marinette County, WI",2009,22340,20070,2270,10.2
CN550770,55,077,"Marquette County, WI",2009,8003,7335,668,8.3
CN550780,55,078,"Menominee County, WI",2009,1689,1474,215,12.7
PS550150,55,079,"Milwaukee County, WI",2009,455156,412934,42222,9.3
CN550810,55,081,"Monroe County, WI",2009,25039,23437,1602,6.4
CN550830,55,083,"Oconto County, WI",2009,20325,18475,1850,9.1
CN550850,55,085,"Oneida County, WI",2009,19226,17810,1416,7.4
PS550250,55,087,"Outagamie County, WI",2009,96762,89461,7301,7.5
PA550360,55,089,"Ozaukee County, WI",2009,46297,42941,3356,7.2
CN550910,55,091,"Pepin County, WI",2009,4139,3917,222,5.4
CN550930,55,093,"Pierce County, WI",2009,23021,21609,1412,6.1
CN550950,55,095,"Polk County, WI",2009,23955,21944,2011,8.4
PA551100,55,097,"Portage County, WI",2009,42881,40409,2472,5.8
CN550990,55,099,"Price County, WI",2009,8549,7748,801,9.4
CN551010,55,101,"Racine County, WI",2009,98307,89206,9101,9.3
CN551030,55,103,"Richland County, WI",2009,10278,9507,771,7.5
PS550300,55,105,"Rock County, WI",2009,83536,74282,9254,11.1
CN551070,55,107,"Rusk County, WI",2009,7368,6625,743,10.1
CN551090,55,109,"St. Croix County, WI",2009,45852,42716,3136,6.8
CN551110,55,111,"Sauk County, WI",2009,35707,33204,2503,7
CN551130,55,113,"Sawyer County, WI",2009,9146,8499,647,7.1
CN551150,55,115,"Shawano County, WI",2009,22815,20945,1870,8.2
PA551150,55,117,"Sheboygan County, WI",2009,65709,60229,5480,8.3
CN551190,55,119,"Taylor County, WI",2009,10647,9627,1020,9.6
CN551210,55,121,"Trempealeau County, WI",2009,16215,15181,1034,6.4
CN551230,55,123,"Vernon County, WI",2009,14944,13955,989,6.6
CN551250,55,125,"Vilas County, WI",2009,11386,10574,812,7.1
PA550600,55,127,"Walworth County, WI",2009,57306,52913,4393,7.7
CN551290,55,129,"Washburn County, WI",2009,7909,7291,618,7.8
PA550370,55,131,"Washington County, WI",2009,71781,65942,5839,8.1
CN551330,55,133,"Waukesha County, WI",2009,206794,191824,14970,7.2
CN551350,55,135,"Waupaca County, WI",2009,28464,26140,2324,8.2
CN551370,55,137,"Waushara County, WI",2009,13051,11984,1067,8.2
CN551390,55,139,"Winnebago County, WI",2009,94461,87837,6624,7
PA551200,55,141,"Wood County, WI",2009,41822,38739,3083,7.4
CN560010,56,001,"Albany County, WY",2009,19516,18811,705,3.6
CN560030,56,003,"Big Horn County, WY",2009,4841,4445,396,8.2
CN560050,56,005,"Campbell County, WY",2009,27977,26381,1596,5.7
CN560070,56,007,"Carbon County, WY",2009,7866,7328,538,6.8
CN560090,56,009,"Converse County, WY",2009,7289,6861,428,5.9
CN560110,56,011,"Crook County, WY",2009,3433,3264,169,4.9
CN560130,56,013,"Fremont County, WY",2009,18732,17348,1384,7.4
CN560150,56,015,"Goshen County, WY",2009,5839,5528,311,5.3
CN560170,56,017,"Hot Springs County, WY",2009,2364,2228,136,5.8
CN560190,56,019,"Johnson County, WY",2009,4044,3774,270,6.7
PA560100,56,021,"Laramie County, WY",2009,41738,39102,2636,6.3
CN560230,56,023,"Lincoln County, WY",2009,8584,8025,559,6.5
CN560250,56,025,"Natrona County, WY",2009,40228,37308,2920,7.3
CN560270,56,027,"Niobrara County, WY",2009,1212,1157,55,4.5
CN560290,56,029,"Park County, WY",2009,14836,14082,754,5.1
CN560310,56,031,"Platte County, WY",2009,3974,3728,246,6.2
CN560330,56,033,"Sheridan County, WY",2009,16172,15111,1061,6.6
CN560350,56,035,"Sublette County, WY",2009,7329,7000,329,4.5
CN560370,56,037,"Sweetwater County, WY",2009,23429,21694,1735,7.4
CN560390,56,039,"Teton County, WY",2009,14157,13416,741,5.2
CN560410,56,041,"Uinta County, WY",2009,11581,10750,831,7.2
CN560430,56,043,"Washakie County, WY",2009,4230,3981,249,5.9
CN560450,56,045,"Weston County, WY",2009,3179,2991,188,5.9
CN430010,72,001,"Adjuntas Municipio, PR",2009,4891,3831,1060,21.7
CN430030,72,003,"Aguada Municipio, PR",2009,15127,12421,2706,17.9
PA430150,72,005,"Aguadilla Municipio, PR",2009,20915,17188,3727,17.8
CN430070,72,007,"Aguas Buenas Municipio, PR",2009,9393,7688,1705,18.2
CN430090,72,009,"Aibonito Municipio, PR",2009,7751,6265,1486,19.2
CN430110,72,011,"Anasco Municipio, PR",2009,10396,8491,1905,18.3
PA430200,72,013,"Arecibo Municipio, PR",2009,32211,26836,5375,16.7
CN430150,72,015,"Arroyo Municipio, PR",2009,5828,4506,1322,22.7
CN430170,72,017,"Barceloneta Municipio, PR",2009,7147,5710,1437,20.1
CN430190,72,019,"Barranquitas Municipio, PR",2009,7699,6189,1510,19.6
PS430050,72,021,"Bayamon Municipio, PR",2009,79516,68681,10835,13.6
CN430230,72,023,"Cabo Rojo Municipio, PR",2009,19803,17128,2675,13.5
PS430100,72,025,"Caguas Municipio, PR",2009,52404,44124,8280,15.8
CN430270,72,027,"Camuy Municipio, PR",2009,12537,10576,1961,15.6
CN430290,72,029,"Canovanas Municipio, PR",2009,14660,11551,3109,21.2
PS430150,72,031,"Carolina Municipio, PR",2009,74455,64536,9919,13.3
CN430330,72,033,"Catano Municipio, PR",2009,7801,6373,1428,18.3
CN430350,72,035,"Cayey Municipio, PR",2009,15348,12570,2778,18.1
CN430370,72,037,"Ceiba Municipio, PR",2009,5851,4824,1027,17.6
CN430390,72,039,"Ciales Municipio, PR",2009,5227,3991,1236,23.6
CN430410,72,041,"Cidra Municipio, PR",2009,15282,12642,2640,17.3
CN430430,72,043,"Coamo Municipio, PR",2009,11460,8812,2648,23.1
CN430450,72,045,"Comerio Municipio, PR",2009,4875,3733,1142,23.4
CN430470,72,047,"Corozal Municipio, PR",2009,10340,8505,1835,17.7
CN430490,72,049,"Culebra Municipio, PR",2009,822,727,95,11.6
CN430510,72,051,"Dorado Municipio, PR",2009,12521,10616,1905,15.2
CN430530,72,053,"Fajardo Municipio, PR",2009,14971,12308,2663,17.8
CN430540,72,054,"Florida Municipio, PR",2009,4288,3365,923,21.5
CN430550,72,055,"Guanica Municipio, PR",2009,6560,5255,1305,19.9
CN430570,72,057,"Guayama Municipio, PR",2009,15241,11890,3351,22
CN430590,72,059,"Guayanilla Municipio, PR",2009,7255,5616,1639,22.6
PA430100,72,061,"Guaynabo Municipio, PR",2009,42597,38064,4533,10.6
CN430630,72,063,"Gurabo Municipio, PR",2009,15332,12830,2502,16.3
CN430650,72,065,"Hatillo Municipio, PR",2009,12461,10406,2055,16.5
CN430670,72,067,"Hormigueros Municipio, PR",2009,6524,5454,1070,16.4
CN430690,72,069,"Humacao Municipio, PR",2009,20576,16291,4285,20.8
CN430710,72,071,"Isabela Municipio, PR",2009,15312,12394,2918,19.1
CN430730,72,073,"Jayuya Municipio, PR",2009,4553,3556,997,21.9
CN430750,72,075,"Juana Diaz Municipio, PR",2009,16961,13804,3157,18.6
CN430770,72,077,"Juncos Municipio, PR",2009,13002,10521,2481,19.1
CN430790,72,079,"Lajas Municipio, PR",2009,8737,7112,1625,18.6
CN430810,72,081,"Lares Municipio, PR",2009,11252,9284,1968,17.5
CN430830,72,083,"Las Marias Municipio, PR",2009,4072,3333,739,18.1
CN430850,72,085,"Las Piedras Municipio, PR",2009,12688,10252,2436,19.2
CN430870,72,087,"Loiza Municipio, PR",2009,8729,6946,1783,20.4
CN430890,72,089,"Luquillo Municipio, PR",2009,7101,5669,1432,20.2
CN430910,72,091,"Manati Municipio, PR",2009,14446,11666,2780,19.2
CN430930,72,093,"Maricao Municipio, PR",2009,1882,1508,374,19.9
CN430950,72,095,"Maunabo Municipio, PR",2009,3660,2713,947,25.9
PS430200,72,097,"Mayaguez Municipio, PR",2009,29390,24135,5255,17.9
CN430990,72,099,"Moca Municipio, PR",2009,14631,11994,2637,18
CN431010,72,101,"Morovis Municipio, PR",2009,9205,7219,1986,21.6
CN431030,72,103,"Naguabo Municipio, PR",2009,7576,5816,1760,23.2
CN431050,72,105,"Naranjito Municipio, PR",2009,8550,6931,1619,18.9
CN431070,72,107,"Orocovis Municipio, PR",2009,5472,4223,1249,22.8
CN431090,72,109,"Patillas Municipio, PR",2009,6253,4775,1478,23.6
CN431110,72,111,"Penuelas Municipio, PR",2009,9210,7353,1857,20.2
PS430250,72,113,"Ponce Municipio, PR",2009,61617,51804,9813,15.9
CN431150,72,115,"Quebradillas Municipio, PR",2009,8406,6996,1410,16.8
CN431170,72,117,"Rincon Municipio, PR",2009,5349,4392,957,17.9
CN431190,72,119,"Rio Grande Municipio, PR",2009,17544,14549,2995,17.1
CN431210,72,121,"Sabana Grande Municipio, PR",2009,9206,7463,1743,18.9
CN431230,72,123,"Salinas Municipio, PR",2009,8855,6627,2228,25.2
CN431250,72,125,"San German Municipio, PR",2009,12592,10354,2238,17.8
PS430320,72,127,"San Juan Municipio, PR",2009,161595,142393,19202,11.9
CN431290,72,129,"San Lorenzo Municipio, PR",2009,14227,11598,2629,18.5
CN431310,72,131,"San Sebastian Municipio, PR",2009,14791,12099,2692,18.2
CN431330,72,133,"Santa Isabel Municipio, PR",2009,8432,6269,2163,25.7
CN431350,72,135,"Toa Alta Municipio, PR",2009,28696,24992,3704,12.9
PA430250,72,137,"Toa Baja Municipio, PR",2009,34159,29570,4589,13.4
PA430300,72,139,"Trujillo Alto Municipio, PR",2009,33291,29601,3690,11.1
CN431410,72,141,"Utuado Municipio, PR",2009,6896,5114,1782,25.8
CN431430,72,143,"Vega Alta Municipio, PR",2009,12060,10095,1965,16.3
CN431450,72,145,"Vega Baja Municipio, PR",2009,20122,16574,3548,17.6
CN431470,72,147,"Vieques Municipio, PR",2009,3053,2207,846,27.7
CN431490,72,149,"Villalba Municipio, PR",2009,9141,7331,1810,19.8
CN431510,72,151,"Yabucoa Municipio, PR",2009,11066,8400,2666,24.1
CN431530,72,153,"Yauco Municipio, PR",2009,16275,13666,2609,16
